Feature,Coefficient_Heating,Coefficient_Cooling
Glazing_Area,20.444523936691755,15.107058676240094
Overall_Height,4.326488347249345,4.339707067088299
Glazing_Area_Distribution,0.1750470300056985,-0.0005674097469990566
Orientation,0.036314016900707145,0.14846093359285023
Wall_Area,0.03513530860699905,0.023059252233273608
Roof_Area,-0.04585366760840958,-0.04262715487679686
Surface_Area,-0.0565720265469995,-0.062195057450597335
Relative_Compactness,-61.39978935190371,-68.05592071533987
